year,ISO_code,countries,ECONOMIC FREEDOM,rank,quartile,1a_government_consumption,1b_transfers,1c_gov_enterprises,1_size_government,2c_protection_property_rights,2e_integrity_legal_system,2j_gender_adjustment,2_property_rights,3a_money_growth,3b_std_inflation,3c_inflation,3d_freedom_own_foreign_currency,3_sound_money,4a_tariffs,4c_black_market,4d_control_movement_capital_ppl,4_trade,5a_credit_market_reg,5_regulation
1980,GHA,Ghana,2.83,103,4,8.31069894,9.482288828,4,5.698246942,2.8,1.7,0.777777778,2.449996134,3.23234524,3.172,0,0,1.60108631,0,0,0,0,1.764431098,4.397363929
1980,GRC,Greece,5.72,33,2,7.443712634,8.585831063,4,5.757385924,4,8.3,1,5.565902542,7.9395244,9.06,6.462,5,7.1153811,8.053333333,8.6,2,6.217777778,4.244911578,3.925872456
1980,GTM,Guatemala,6.27,23,1,9.070203158,9.809264305,4,7.719866866,2.2,1.7,0.777777778,2.257230405,9.256536484,8.556,8,10,8.953134121,3.4,8,5,5.466666667,8.526526527,6.949733754
1980,HND,Honduras,5.44,47,2,7.279101223,9.754768393,4,6.426367074,2.8,1.7,0.888888889,2.603120892,8.887788657,8.812,7.346,10,8.761447164,3.666666667,6,0,3.222222222,6.099099099,6.197095736
1980,HKG,Hong Kong,8.72,1,1,9.018180068,9.972752044,10,9.747733028,9.4,10,1,8.129638554,9.04,7.988,7.008,10,8.509,9.833333333,10,10,9.944444444,10,7.245898136
1980,HUN,Hungary,4.07,84,4,7.530608244,1.689373297,0,3.765304122,8,8.25,1,7.014297379,8.26,8.872,8.794,0,6.4815,6.666666667,0,0,2.222222222,3.561561562,3.817520315
1980,ISL,Iceland,5.15,54,3,5.231969654,7.247956403,8,5.119981514,5.8,10,1,6.82846988,3.567793719,6.92,0,0,2.62194843,6.873333333,8.2,2,5.691111111,5.203203203,5.502493817
1980,IND,India,5.02,58,3,8.336822354,8.664850136,2,5.000418122,4.6,8.3,0.777777778,5.140234657,9.356978225,8.096,7.692,0,6.286244556,0,9,0,3,5.222555889,5.681814761
1980,IDN,Indonesia,4.79,63,3,6.839528688,9.237057221,2,5.269146477,4.6,1.7,0.666666667,2.839024991,6.30105253,6.072,3.802,10,6.543763133,6.133333333,9.6,0,5.244444444,3.175842509,4.049382195
1980,IRN,Iran,3.53,97,4,3.442681077,8.228882834,2,4.55718797,0,1.7,0.555555556,1.367864556,4.64,7.66,5.318,10,6.9045,2.93,0,0,0.976666667,2.676009343,3.860718916
1980,IRL,Ireland,6.46,17,1,5.306297209,5.367847411,7,4.668536155,8.2,8.3,1,7.083932663,8.072568003,8.608,7.058,0,5.934642001,7.953333333,10,5,7.651111111,7.345471934,6.949719301
1980,ISR,Israel,3.5,98,4,0,4.46866485,10,1.822888283,6.4,1.7,0.962962963,3.982277023,3.128296793,0,0,5,2.032074198,6.6,9.8,2,6.133333333,1.748415082,3.522129954
1980,ITA,Italy,5.58,41,2,5.956349893,4.441416894,6,4.099441697,4.3,8.3,1,5.69601941,7.32777741,9.036,5.818,0,5.545444353,8.986666667,10,5,7.995555556,5.018685352,4.567426009
1980,JAM,Jamaica,3.98,85,4,4.682779404,9.114441417,2,2.227593135,4.2,1.7,1,3.27671312,6.544434315,7.884,6.332,0,5.190108579,8.05,0,2,3.35,5.063063063,5.849491832
1980,JPN,Japan,7.37,8,1,7.560938441,7.629427793,8,5.797591558,8.8,10,1,7.912777108,9.922964492,9.28,8.912,5,8.278741123,8.75,10,2,6.916666667,7.816149483,7.923324741
1980,JOR,Jordan,5.13,56,3,3.889159168,8.419618529,2,4.769592565,1.6,1.7,0.555555556,1.806406591,5.86,6.64,9.78,5,6.82,5.266666667,10,2,5.755555556,7.00950951,6.493386062
1980,KEN,Kenya,4.84,62,3,4.646784119,9.509536785,0,3.789080226,5.2,3.3,1,4.199675434,9.073246358,7.528,8.09,0,6.17281159,3.936666667,8,0,3.978888889,6.172839506,6.061328704
1980,KOR,"Korea, South",5.38,48,2,7.285940071,9.591280654,7,5.969305181,6.6,8.3,0.777777778,5.795638137,7.322714911,8.792,5.026,0,5.285178728,6.593333333,7.8,0,4.797777778,6.133133133,5.054320789
1980,KWT,Kuwait,3.69,92,4,3.945736542,7.469346049,2,2.972868271,1,5.35,0.592592593,1.465708054,7.163190441,2.068,1.486,10,5.17929761,9.2,10,2,7.066666667,7.414914915,5.128759486
1980,LUX,Luxembourg,8.05,3,1,6.542834761,2.983651226,7,6.77141738,8.6,10,1,7.82603253,9.223051907,8.56,8.416,10,9.049762977,9.086666667,10,10,9.695555556,10,6.898943798
1980,MDG,Madagascar,3.87,89,4,8.254141064,9.77520436,0,4.127070532,2.05,5.05,0.555555556,2.87948968,7.383665076,8.892,7.002,0,5.819416269,4.016666667,0,0,1.338888889,4.634634635,4.195938382
1980,MWI,Malawi,4.48,74,3,5.406203065,9.591280654,0,4.74937093,5.2,1.7,0.888888889,3.422375243,9.727162283,7.644,6.842,0,6.053290571,5.6,0.4,2,2.666666667,4.649315983,5.486270941
1980,MYS,Malaysia,6.61,15,1,4.517256486,8.828337875,4,4.83639859,8.4,6.7,0.777777778,5.861949548,8.812624485,8.776,8.626,10,9.053656121,6.373333333,10,5,7.124444444,6.299299299,6.180427524
1980,MLI,Mali,5.79,31,2,10,9.509536785,7,8.836512262,2.5,5.8,0.714285714,3.627603986,8.582240474,8.828,6.738,0,6.037060118,5.233333333,9,0,4.744444444,5.293293293,5.729341787
1980,MLT,Malta,5.57,42,2,5.880496724,6.811989101,6,4.673121456,4.7,3.2,1,3.998760906,9.679949275,8.8,7.52,0,6.499987319,6.733333333,7.6,2,5.444444444,5.149816483,5.675186106
1980,MUS,Mauritius,4.9,59,3,7.141022272,8.365122616,4,5.626536222,6,8.25,1,6.294064665,9.210666781,5.8,4.686,0,4.924166695,3.31,2,2,2.436666667,7.278278278,6.592726073
1980,MEX,Mexico,5.19,53,3,7.834085235,8.9373297,2,5.692853734,7.6,6.7,1,6.291087217,6.267175437,9.084,5.44,10,7.697793859,1.91,0,2,1.303333333,5.624958292,4.97380707
1980,MAR,Morocco,4.29,78,3,5.513020724,9.019073569,2,4.633023573,1.3,1.7,0.444444444,1.614728686,8.749773604,8.192,8.108,0,6.262443401,1.433333333,9.8,2,4.411111111,5.688188188,4.549419646
1980,MMR,Myanmar,3.81,90,4,8.298363807,0,2,5.766121269,3.4,8.3,0.926829268,5.153344471,9.262052873,8.588,9.752,0,6.900513218,0.533333333,0,0,0.177777778,0.4671338,3.026973321
1980,NPL,Nepal,5.77,32,2,9.547489689,9.619437053,4,6.773744844,5.036228828,0,0.555555556,4.115926903,8.068747914,7.856,8.478,0,6.100686979,4.923333333,10,0,4.974444444,3.998665332,5.240681226
1980,NLD,Netherlands,7.29,10,1,5.22961362,2.125340599,10,4.338738555,7.6,10,1,7.479054217,9.471185084,9.348,8.896,10,9.428796271,8.986666667,10,8,8.995555556,9.442776109,6.205038055
1980,NZL,New Zealand,6.44,19,1,5.121629237,4.16893733,4,3.822641642,9.2,10,1,8.042893976,9.108769497,9.2,6.928,0,6.309192374,7.866666667,10,5,7.622222222,6.179179179,6.38123959
1980,NER,Niger,4.62,67,3,8.192163988,9.455040872,0,5.88240162,4,5.8,0.285714286,2.999524849,5.916412865,7.86,5.836,0,4.903103216,4.4,9.6,0,4.666666667,4.302969636,4.638755529
1980,NGA,Nigeria,3.44,100,4,6.577270781,9.577656676,0,2.192423594,3.6,1.7,0.925925926,2.946523835,6.697357517,9.444,7.516,0,5.914339379,3.906666667,0,0,1.302222222,2,4.821793333
1980,NOR,Norway,5.72,33,2,3.362837841,4.114441417,4,2.869319815,6.4,10,1,7.045331325,9.414428536,8.948,7.376,0,6.434607134,9.28,9.4,2,6.893333333,7.185185185,5.354909259
1980,NIC,Nicaragua,3.49,99,4,6.089965527,9.019073569,0,5.027259774,2.3,1.7,0.888888889,2.439270022,5.906964819,4.556,2.676,10,5.784741205,2.1,0,0,0.7,0,2.842634101
1980,AGO,Angola,4.020410156,140,4,2.290513642,8.638260495,0,3.642924712,4.114583333,5,0.555555556,3.151536847,1.195591486,0,5.922486981,1.669921875,2.197000086,8.393835591,10,2.377526487,6.198454838,7.111979167,4.910720562
1980,ARM,Armenia,7.343398438,39,2,8.342787131,8.503512432,4.6875,7.83657489,3.201838628,5,1,5.132787972,8.528529555,9.027321752,9.027942715,10,9.145948505,8.546076389,10,6.747839183,7.575469875,9.330442022,7.029631664
1980,AZE,Azerbaijan,6.130234375,94,3,7.066341091,7.08719346,0.6875,5.288383638,3.468596779,6.461373698,0.923076923,5.464101992,8.731295012,8.167453378,8.325435488,5,7.298730591,7.52789375,10,4.111567446,6.217046292,7.597284721,6.287302216
1980,BGR,Bulgaria,5.65,40,2,9.040147781,5.367847411,0,6.743014809,8.7,8.2,1,7.248057119,6.277619701,7.542,7.358,0,5.45575,7.413333334,0,0,2.471111111,0,4.024914099
1980,TCD,Chad,4.79,75,4,4.117647059,9.897820163,0,5.243148105,4,5.8,0.793103448,4.183245383,8.404836178,9.764,8.254,0,6.605709045,7.683333333,9.6,0,5.155555556,2,4.210715746
1980,HRV,Croatia,5.53,88,4,2.130049633,5.439776452,7.625,4.811660062,3.175000042,8.333333333,0.962962963,6.369018817,3.10479228,3.432892394,2.1,5,2.7125,7.531666667,2.1,0.5,6.146805556,1.088584595,5.279621619
1980,CZE,Czech Rep.,6.1275,68,3,3.033694476,0.599455041,10,3.574573279,8,8.25,0.962962963,6.884402982,7.451197338,6.212497673,8.406037374,5,6.767433096,8.363055556,10,0,8.049692824,0,3.993653813
1980,EST,Estonia,6.74375,44,2,5.110691197,6.261709675,8,5.482717994,5.217137794,6.666666667,1,7.263686151,3.120460676,6.914,6.074,5,6.6235,9.783333333,2.5,2,4.761111111,1.25,7.0704017
1980,GNB,Guinea-Bissau,2.955,113,4,6.417929108,0,0,4.481480896,2.05,1.55,0.794871795,2.207582357,0.667944801,8.608,7.674,0,5.427333333,5.47625,6.2,0,3.740801282,4.02027027,3.822054279
1980,GUY,Guyana,3.7025,102,4,2.820863173,0,2,3.757680471,3,0,0.923076923,2.145199259,8.547301113,7.072,7.644,0,5.815825278,8.8,0,0,2.933333333,3.023023023,6.079086752
1980,LVA,Latvia,6.265,62,3,6.752856514,5.411198577,5.875,5.327186266,3.770316483,8.333333333,1,6.819444379,2.614599133,8.176,6.839,5,5.56775,9.035,2.4,2,8.707165,6.743366562,5.418705279
1980,LTU,Lithuania,6.01375,30,1,4.532661132,7.157863185,9.3359375,5.568609426,3.345534509,7.8125,1,1.870150158,2.802649113,2.284769429,8.075,5,6.075625,8.40862548,2.5,2,8.614812533,1.10985986,5.293072926
1980,NAM,Namibia,5.085,77,3,3.399944254,9.250539171,0,1.699972127,1.6325,4.975,0.25,2.472452167,7.343598035,7.472,6.684,0,4.718666667,8.12,7.2,2,5.706481482,7.815893972,6.773103306
1980,OMN,Oman,6.415,27,2,0,9.591280654,0,4.897820163,4.7,7.45,0.586206897,4.385129589,9.350268754,2.244,0,10,5.398567189,9.283333333,10,2,7.094444445,8.894894895,7.135122503
1990,AGO,Angola,4.021640625,140,4,2.288764387,8.638600562,0,3.642454983,4.114583333,5,1,3.151552825,1.202583249,0,5.92759702,1.6796875,2.202466942,8.39383125,10,2.377067419,6.198338986,7.114583334,4.911930052
1990,ARM,Armenia,7.34359375,39,2,8.343860804,8.504512943,4.75,7.837093437,3.188199158,5,1,5.130290453,8.534192876,9.02510075,9.023009005,10,9.145575658,8.550972222,10,6.755481497,7.57838607,9.329108639,7.030096477
1990,AZE,Azerbaijan,6.1309375,94,3,7.072602459,7.08719346,0.75,5.28994898,3.463210378,6.463828125,0.923076923,5.463041497,8.732266235,8.1697875,8.32919387,5,7.29808336,7.518875,10,4.099137857,6.212700191,7.577975592,6.285925709
1990,ALB,Albania,4.58,89,4,4.871064272,3.514986376,5,4.193025324,4.6,6.7,0.962962963,5.116110717,4.783684257,9.62,9.9998,0,6.539933333,5.906666667,0,0,5.891965812,0,2.4732
1990,DZA,Algeria,3.33,106,4,5.191464401,8.126946303,4,4.5957322,3.2,3.3,0.666666667,2.91850178,9.350155004,5.532,3.12,0,4.500538751,5.08,0,0,1.693333333,0.871632402,2.933400959
1990,ARG,Argentina,4.47,92,4,8.529411765,8.174386921,4,6.175949671,5.3,8.3,0.888888889,5.696758173,0,0,0,10,2.5,3.193333333,10,0,4.397777778,3.695362029,3.577418514
1990,AUS,Australia,7.73,10,1,5.197930527,7.220708447,6,5.354659743,8.6,10,1,7.860027027,8.059111788,9.192,9.348,10,9.149777947,6.457777778,10,8,8.152592593,9.67634301,8.117488172
1990,AUT,Austria,6.95,24,1,4.404200196,4.032697548,2,3.109224436,10,10,1,8.3465,9.462003202,9.748,9.31,10,9.6300008,7.917777778,10,5,7.639259259,7.462462462,6.046668731
1990,BHS,Bahamas,6.44,33,2,7.176470588,9.863760218,7,8.510057702,5.9,6.7,0.945945946,5.545083971,9.383828563,9.32,9.368,0,7.017957141,3.6,7.4,0,3.666666667,9.843918259,7.446986557
1990,BHR,Bahrain,6.62,29,2,0,9.644529301,4,5.911132325,5.9,6.7,0.536585366,4.378587648,9.601192228,6.916,8.632,10,8.787298057,9.266666667,10,2,7.088888889,8.489155822,6.935628088
1990,BGD,Bangladesh,4.45,93,4,10,9.277929155,2,7,1.9,1.7,0.777777778,2.168662367,9.622226918,9.16,9.026,0,6.952056729,0.644444444,0,0,0.214814815,5.759092426,5.905158834
1990,BRD,Barbados,5.99,41,2,4.685759006,10,8,6.421439751,5.9,6.7,0.871794872,5.333786255,9.12374642,8.644,8.91,0,6.669436605,6.06,8,0,4.686666667,8.245578912,6.843689374
1990,BEL,Belgium,7.56,12,1,6.44029517,3.324250681,6,4.191136463,10,10,1,8.3465,9.965819788,9.62,9.372,10,9.739454947,8.457777778,10,10,9.485925926,8.402572894,6.015098947
1990,BLZ,Belize,5.9,45,2,5.617078614,9.809264305,0,4.85658573,5.581101792,0,0.837837838,6.442286013,9.294252702,8.808,9.948,0,7.012563175,2.8,5,5,4.266666667,9.93843822,7.482663352
1990,BEN,Benin,4.54,90,4,8.335729621,10,0,4.16786481,3.8,5.3,0.111111111,2.453761847,9.184152452,8.336,8.778,0,6.574538113,2.726666667,9.2,0,4.142222223,6.252919586,4.95919763
1990,BOL,Bolivia,5.62,51,2,7.863106785,9.373297003,0,6.809100947,3.9,1.7,0.888888889,2.993373809,5.616635633,0,6.748,10,5.591158908,7.563333333,9.4,2,6.321111111,9.333333333,6.3735425
1990,BWA,Botswana,5.92,44,2,1.633351814,8.337874659,6,4.742806618,5.9,8.3,1,6.275098081,8.004152181,6.552,8.794,0,5.837538045,6.293333333,8.6,5,6.631111111,6.333333333,6.1219075
1990,BRA,Brazil,4.23,98,4,4.545425089,7.220708447,7,6.066533384,7.3,6.7,1,6.185587054,0,0,0,0,0,4.844444444,8,0,4.281481481,4.403473717,4.593553525
1990,BGR,Bulgaria,4.17,99,4,4.908826127,2.72479564,0,2.544540589,8.6,8.3,1,7.248044027,7.38,5.64,4.762,0,4.4455,8.426666667,0,0,2.808888889,3.517975858,3.801068783
1990,BDI,Burundi,4.66,87,4,8.745493329,9.351555352,0,4.372746665,3.8,5.3,0.862068966,4.112166405,9.970609921,7.224,8.802,0,6.49915248,1.3,8.8,0,3.366666667,3.258591925,4.961338669
1990,CMR,Cameroon,5.5,55,2,7.041366384,9.400544959,4,5.235477836,4,5.148809524,0.555555556,4.502263974,8.979095078,9.38,9.672,0,7.007773769,6.4,9.2,0,5.2,4.84818181,5.561333345
1990,CAN,Canada,8.17,6,1,3.345392331,5.885558583,10,5.807737728,10,10,1,8.3465,9.699413181,9.648,9.378,10,9.681353295,7.933333333,10,8,8.644444444,9.73640307,8.393214035
1990,CAF,Central Afr. Rep.,4.87,80,3,7.407610454,9.624478457,2,4.703805227,3.8,5.3,0.666666667,3.680642771,9.900536932,8.86,9.546,0,7.076634233,2.966666667,9.2,0,4.055555556,6.292292292,4.848241456
1990,TCD,Chad,5.13,67,3,8.664546024,9.891008174,0,6.185184733,3.8,5.3,0.793103448,3.959863946,8.813409671,6.188,7.718,0,5.679852418,7.4,9.2,0,5.533333333,4.762095429,4.270664825
1990,CHL,Chile,6.61,30,2,7.758674498,7.27520436,7,6.508469715,7.3,6.7,0.777777778,5.498299604,6.519706162,8.34,5.752,10,7.65292654,8.177777778,10,2,6.725925926,8.426426426,6.686296547
1990,CHN,China,4.09,100,4,5.936801765,8.283719346,0,3.645600588,4.6,8.3,1,5.788625108,9.181245945,8.864,8.864,0,6.727311486,3.157777778,0,5,2.719259259,0,1.578483333
1990,COL,Colombia,5.02,68,3,7.776873745,9.128065395,4,7.226234785,4.6,1.7,1,3.412691108,6.206606726,9.092,4.29,0,4.897151681,5.531111111,6.6,0,4.043703704,8.202869536,5.503751891
1990,COD,"Congo, Dem. R.",3.12,108,4,8.030398451,9.918256131,4,5.737163645,1.9,1.7,0.333333333,1.626496774,0,0,0,0,0,4.896666667,6,2,4.298888889,2.882882883,3.938803851
1990,COG,"Congo, Rep. Of",4.77,84,3,6.422176333,9.422815172,4,4.807392111,1.9,3.3,0.793103448,2.70375718,9.813945259,4.196,9.846,0,5.963986315,4.533333333,9.2,0,4.577777778,5.452118785,5.789290866
1990,CRI,Costa Rica,6.98,22,1,5.043458949,8.773841962,7,7.204325228,5.3,6.7,1,5.455877595,8.655598831,8.684,6.286,10,8.406399708,5.631111111,10,5,6.877037037,8.502502503,6.940665826
1990,CIV,Cote d'Ivoire,4.91,76,3,6.1961968,9.460453178,2,4.065398933,5.9,4.2,0.666666667,3.999282568,9.175260291,9.344,9.096,0,6.903815073,3.066666667,9.2,0,4.088888889,6.389723056,5.514104442
1990,CYP,Cyprus,5.87,47,2,5.167048127,7.874659401,8,5.385426882,8.6,6.7,0.897435897,6.329903103,9.450497632,9.712,8.946,0,7.027124408,5.473333333,9,0,4.824444444,8.832832833,5.807174835
1990,DNK,Denmark,7.16,16,1,1.691014454,3.978201635,7,3.167304022,10,10,1,8.3465,8.797006032,9.716,9.32,10,9.458251508,8.48,10,5,7.826666667,9.344215503,7.003345252
1990,DOM,Dominican Rep.,4.42,94,4,9.999527946,9.727520436,7,6.681762095,3.2,8.3,0.888888889,5.007588128,4.701831761,3.48,0,0,2.04545794,5.113333333,0,2,2.371111111,5.989322656,5.99205981
1990,ECU,Ecuador,5.47,57,3,8.482480791,9.509536785,7,8.248004394,4.6,6.7,0.888888889,4.923049935,2.615386278,3.292,0,10,3.976846569,3.304444444,10,2,5.101481481,6,5.1153675
1990,EGY,Egypt,4.41,95,4,7.765737896,7.711171662,0,4.369227389,3.2,3.3,0.777777778,3.113068565,8.934529619,7.376,6.312,10,8.155632405,3.122222222,0,0,1.040740741,6.790808211,5.38709855
1990,SLV,El Salvador,4.81,81,3,8.813413544,9.754768392,7,6.892045484,0.5,1.7,1,1.953272189,8.479745786,7.02,5.506,0,5.251436447,6.523333333,5.2,2,4.574444444,8.64964965,5.375272786
1990,FIN,Finland,6.99,20,1,3.326168708,5.776566757,6,4.150683866,10,10,1,8.3465,8.617474568,9.632,8.836,10,9.271368642,8.006666667,10,2,6.668888889,9.323323323,6.519099162
1990,FRA,France,7.04,19,1,4.846038237,3.269754768,4,3.528948251,10,8.2,1,7.734517,9.723334622,9.644,9.382,10,9.687333655,8.457777778,10,5,7.819259259,9.009676343,6.421775672
1990,GAB,Gabon,5.39,59,3,5.52192736,9.809264305,8,6.082797916,7.3,3.3,0.75,4.341418422,9.607941982,5.168,6.928,0,5.425985496,6.8,9.2,0,5.333333333,5.432098765,5.781734259
1990,DEU,Germany,7.64,11,1,4.352941176,5.258855586,7,5.152949191,10,10,1,8.3465,9.680950112,9.52,9.46,10,9.665237528,8.435555556,10,10,9.478518519,7.645979313,5.562052156
1990,GHA,Ghana,4.95,74,3,8.867496548,9.427792916,0,4.823822366,4.6,8.3,1,5.788625108,4.462014978,8.004,5.8688,0,4.583703744,4.383333333,8.6,0,4.327777778,3.929262596,5.21448499
1990,GRC,Greece,5.95,42,2,6.691122303,4.550408719,4,4.810382756,7.3,8.3,1,6.761571054,7.052703622,9.052,6.466,5,6.892675906,8.413333333,9.4,2,6.604444444,5.634634635,4.660504817
1990,GTM,Guatemala,5.81,48,2,9.617584311,9.645776567,7,8.065840219,1.9,1.7,0.777777778,2.168662367,7.152529896,3.94,6.244,10,6.834132474,4.333333333,10,5,6.444444444,8.072513185,5.520190283
1990,GNB,Guinea-Bissau,2.9,110,4,8.649950375,0,0,4.324975188,3.2,1.7,0.794871795,2.626093198,0,0,3.538,0,0.8845,6.1125,8.2,5,4.468269231,3.873873874,3.772936336
1990,HTI,Haiti,4.96,73,3,9.535332022,9.032016349,2,6.845110674,0.5,1.7,0.891891892,1.847689909,8.939331569,7,7.918,10,8.464332892,5.533333333,0,0,1.844444444,4.96996997,5.818257858
1990,HND,Honduras,5.7,50,2,6.997058824,9.536784741,4,6.383460891,3.2,3.3,0.888888889,3.30763535,7.229524208,7.344,8.95,10,8.380881052,6,10,0,5.333333333,7.768768769,5.079725506
1990,HKG,Hong Kong,8.73,1,1,8.358534016,9.891008174,10,9.312385548,6.6,6.7,1,5.942350568,8.36,8.86,8.858,10,9.0195,9.911111111,10,10,9.97037037,9.93993994,9.42971997
1990,HUN,Hungary,4.89,78,3,7.427348096,2.316076294,0,2.935856098,8.6,8.3,1,7.248044027,7.331074453,6.868,8.818,0,5.754268613,6.086666667,5.6,0,3.895555556,4.401735068,4.614634505
1990,ISL,Iceland,6.92,25,1,4.743062832,7.384196185,7,6.031814754,10,10,1,8.3465,5.773706442,8.812,3.74,10,7.081426611,7.86,10,2,6.62,6.276276276,6.538665916
1990,IND,India,4.79,83,3,7.153729012,8.365122616,2,4.879712907,7.3,3.1,0.777777778,3.898344049,8.58443093,9.42,8.496,0,6.625107732,0,8,0,2.666666667,5.520081882,5.887540941
1990,IDN,Indonesia,6,40,2,7.929423318,9.591280654,4,7.130175993,6.6,3.3,0.555555556,3.669854665,8.026475495,7.86,9.144,10,8.757618874,5.884444444,10,0,5.294814815,7.083083083,5.171154904
1990,IRN,Iran,4.29,97,4,7.302203668,8.9373297,4,5.059883342,1.2,1.7,0.555555556,1.708395637,8.186531684,8.732,9.054,10,8.993132921,6.146666667,0,0,2.048888889,3.126423958,3.653276539
1990,IRL,Ireland,7.06,18,1,5.801473267,5.422343324,10,5.555954148,10,8.3,1,7.734517,9.249926402,8.972,8.964,0,6.796481601,7.88,9.8,5,7.56,8.772074817,7.651412408
1990,ISR,Israel,4.48,91,4,2.08829952,5.585831063,10,3.724710194,7.3,1.7,0.962962963,4.304421553,5.48248806,5.316,0,5,3.949622015,9.386666667,9.2,2,6.862222222,3.808475142,3.577998682
1990,ITA,Italy,6.75,27,1,5.216420282,3.10626703,4,3.330671828,10,8.3,1,7.734517,9.20090137,9.724,8.198,10,9.280725342,8.48,10,5,7.826666667,6.931931932,5.564403466
1990,JAM,Jamaica,5.62,51,2,6.352121082,9.591280654,8,7.485850434,5.3,3.3,1,4.231911595,7.757255553,8.204,3.862,0,4.955813888,6.6,4.6,2,4.4,8.722722723,7.023788498
1990,JPN,Japan,7.94,8,1,7.802921823,7.002724796,7,5.826411655,10,8.3,1,7.734517,9.955747295,9.664,9.576,10,9.798936824,8.233333333,10,8,8.744444444,7.969636303,7.587130651
1990,JOR,Jordan,5.43,58,3,4.369435647,9.128065395,6,6.124375261,4.6,3.3,0.555555556,3.102302863,8.363287858,6.744,9.71,0,6.204321965,4.633333333,7.8,2,4.811111111,5.797036857,6.93187954
1990,KEN,Kenya,5.37,60,3,4.959764836,9.373297003,2,4.83326546,3.2,8.3,0.888888889,5.007588128,8.845073997,9.444,8.354,0,6.660768499,2.806666667,8.8,0,3.868888889,7.328995662,6.497722735
1990,KOR,"Korea, South",6.38,34,2,7.096033361,9.346049046,8,6.485520602,8.6,3.3,1,5.448094027,9.106989568,9.224,8.018,0,6.587247392,7.464444444,9.8,5,7.421481481,8.333333333,5.96235
1990,KWT,Kuwait,4.98,71,3,0,7.457765668,2,3.152588556,1.9,2.5,0.592592593,2.172086999,9.952302367,4.552,8.034,10,7.512767456,9.2,10,2,7.066666667,7.5,4.98955
1990,LUX,Luxembourg,8.07,7,1,6.539369348,2.888283379,8,4.731913182,10,10,1,8.3465,9.272050467,9.52,9.316,10,9.527012617,8.524444444,10,10,9.508148148,10,8.241816667
1990,MDG,Madagascar,4.35,96,4,9.253638763,9.754768392,0,6.336135718,1.9,3.5,0.555555556,2.401565571,7.374462645,8.076,7.708,0,5.789615661,1.733333333,8.6,0,3.444444444,3.086419753,3.763994352
1990,MWI,Malawi,5.32,62,3,6.65010562,9.482288828,4,5.783098612,5.9,3.3,0.888888889,4.226528743,7.170322945,7.348,7.83,0,5.587080736,6.58,7.2,2,5.26,5.349349349,5.750500285
1990,MYS,Malaysia,7.26,14,1,5.582330678,9.482288828,4,6.266154876,6.6,8.3,0.777777778,5.794075172,8.686910832,7.92,9.41,10,9.004227708,6.755555556,10,5,7.251851852,7.812812813,8.003656406
1990,MLI,Mali,5.2,66,3,7.313598227,9.972752044,2,6.428783424,1.9,3.3,0.714285714,2.58491071,9.095248928,9.364,9.454,0,6.978312232,5.966666667,9.2,0,5.055555556,6.523189857,4.935394319
1990,MLT,Malta,5.54,54,2,5.325119372,5.885558583,6,4.302669489,5.9,3.3,1,4.475148081,9.995452746,9.744,9.358,0,7.274363186,6.733333333,9.6,2,6.111111111,4.809476143,5.546723794
1990,MUS,Mauritius,6.12,38,2,7.23627293,8.991825613,4,6.807024636,5.9,8.3,1,6.275098081,7.471703837,9.368,7.976,0,6.203925959,3.137777778,8.4,2,4.512592593,8.125458792,6.798349735
1990,MEX,Mexico,6.26,35,2,8.601810757,9.254744434,7,7.964138798,7.3,8.3,1,6.761571054,0,0,4.374,10,3.5935,7.882222222,10,5,7.627407407,5.58139074,5.331378703
1990,MAR,Morocco,4.98,71,3,6.122771613,9.509536785,8,5.9080771,4.6,3.3,0.444444444,2.880709799,8.08537442,9.056,8.868,0,6.502343605,4.783333333,7.4,2,4.727777778,6.085085085,4.895848078
1990,MMR,Myanmar,2.66,113,4,8.294170822,0,2,5.764723608,3.2,3.3,0.926829268,3.374072789,7.459379037,3.164,6.292,0,4.228844759,0,0,0,0,0.496726802,3.038143273
1990,NAM,Namibia,4.9,77,3,1.497476636,9.264305177,4,4.920593938,0,3.3,0.333333333,1.556444666,7.388680942,7.988,8.332,0,5.44,6.137777778,9.4,2,5.845925926,7.684684685,6.729080841
1990,NPL,Nepal,5.37,60,3,8.998998674,9.619437585,2,5.499499337,5.035899215,0,0.555555556,4.115926903,7.706078477,9.484,7.858,0,6.262019619,4.806666667,6.8,0,3.868888889,5.558892226,5.829592768
1990,NLD,Netherlands,7.56,12,1,5.925594167,2.316076294,10,4.935417615,10,10,1,8.3465,9.451655871,9.584,9.538,10,9.643413968,8.435555556,10,8,8.811851852,9.259259259,6.04569213
1990,NZL,New Zealand,7.86,9,1,5.537422879,2.643051771,6,5.295118662,10,10,1,8.3465,7.24744533,7.844,9.46,10,8.637861333,6.562222222,10,10,8.854074074,9.58958959,8.182407295
1990,NIC,Nicaragua,2.87,111,4,0,8.283378747,2,3.427792916,4.7,3.3,0.888888889,3.767082047,0,0,0,0,0,6.086666667,8,0,4.695555556,0,2.4732
1990,NER,Niger,4.66,87,4,7.628230658,9.99084639,0,3.814115329,3.2,8.3,0.285714286,3.408526373,9.780731362,8.86,9.68,0,7.08018284,3.466666667,9.2,0,4.222222222,6.126126126,4.785521622
